Uid,Pid,Time
166,2120,2012-04-03 21:49
964,983,2012-04-03 21:49
720,1539,2012-04-03 21:49
20,2501,2012-04-03 21:50
722,3326,2012-04-03 21:51
815,712,2012-04-03 21:52
502,3073,2012-04-03 21:55
1078,2199,2012-04-03 21:56
202,1550,2012-04-03 21:58
116,3888,2012-04-03 22:00
424,5105,2012-04-03 22:00
365,4861,2012-04-03 22:01
1056,1781,2012-04-03 22:02
242,3886,2012-04-03 22:03
428,535,2012-04-03 22:05
372,1787,2012-04-03 22:06
1032,4495,2012-04-03 22:11
1032,4495,2012-04-03 22:11
676,2384,2012-04-03 22:12
876,339,2012-04-03 22:13
676,308,2012-04-03 22:13
331,3961,2012-04-03 22:14
200,3718,2012-04-03 22:15
1037,1422,2012-04-03 22:17
463,712,2012-04-03 22:18
1037,1147,2012-04-03 22:20
748,1483,2012-04-03 22:21
470,3957,2012-04-03 22:21
641,299,2012-04-03 22:23
463,1076,2012-04-03 22:24
6,2251,2012-04-03 22:26
37,2608,2012-04-03 22:27
892,2434,2012-04-03 22:27
234,5003,2012-04-03 22:28
271,3587,2012-04-03 22:31
463,308,2012-04-03 22:31
271,446,2012-04-03 22:32
974,693,2012-04-03 22:32
271,4388,2012-04-03 22:32
1017,3988,2012-04-03 22:41
934,2853,2012-04-03 22:41
388,583,2012-04-03 22:44
888,3288,2012-04-03 22:44
698,3351,2012-04-03 22:49
739,4801,2012-04-03 22:51
1023,2026,2012-04-03 22:52
471,1759,2012-04-03 22:56
242,3849,2012-04-03 22:58
413,3057,2012-04-03 23:03
776,515,2012-04-03 23:03
424,3174,2012-04-03 23:07
745,90,2012-04-03 23:08
789,3134,2012-04-03 23:09
789,204,2012-04-03 23:09
776,515,2012-04-03 23:13
776,515,2012-04-03 23:13
776,979,2012-04-03 23:15
68,1355,2012-04-03 23:16
982,3227,2012-04-03 23:18
617,3993,2012-04-03 23:18
1005,4409,2012-04-03 23:20
1005,5015,2012-04-03 23:21
831,3442,2012-04-03 23:23
399,3804,2012-04-03 23:27
95,429,2012-04-03 23:28
91,4457,2012-04-03 23:28
381,3026,2012-04-03 23:33
994,3871,2012-04-03 23:34
381,4989,2012-04-03 23:36
207,2104,2012-04-03 23:40
207,1332,2012-04-03 23:40
343,1597,2012-04-03 23:42
126,2078,2012-04-03 23:46
381,1286,2012-04-03 23:46
1008,1623,2012-04-03 23:46
381,1092,2012-04-03 23:47
653,2939,2012-04-03 23:48
424,5050,2012-04-03 23:48
263,381,2012-04-03 23:50
263,117,2012-04-03 23:50
62,2346,2012-04-03 23:51
676,1311,2012-04-03 23:51
215,2944,2012-04-03 23:53
525,2148,2012-04-03 23:54
8,2725,2012-04-03 23:56
647,3241,2012-04-03 23:59
983,4475,2012-04-04 00:03
892,4203,2012-04-04 00:05
774,3496,2012-04-04 00:06
433,1590,2012-04-04 00:07
831,991,2012-04-04 00:08
1056,2814,2012-04-04 00:08
1032,4839,2012-04-04 00:10
839,725,2012-04-04 00:11
578,1309,2012-04-04 00:11
313,1947,2012-04-04 00:13
313,4470,2012-04-04 00:14
313,3979,2012-04-04 00:15
702,2071,2012-04-04 00:17
424,2878,2012-04-04 00:18
202,947,2012-04-04 00:21
686,3717,2012-04-04 00:25
313,1107,2012-04-04 00:26
313,1137,2012-04-04 00:27
243,3264,2012-04-04 00:29
634,1531,2012-04-04 00:30
1007,4147,2012-04-04 00:30
243,2204,2012-04-04 00:33
243,1162,2012-04-04 00:33
313,1106,2012-04-04 00:34
942,829,2012-04-04 00:34
243,3579,2012-04-04 00:35
708,2814,2012-04-04 00:38
39,1913,2012-04-04 00:40
981,4329,2012-04-04 00:45
20,2226,2012-04-04 00:46
20,2226,2012-04-04 00:46
995,712,2012-04-04 00:48
704,538,2012-04-04 00:48
995,1180,2012-04-04 00:50
374,1653,2012-04-04 00:53
374,3440,2012-04-04 00:53
864,3065,2012-04-04 01:03
433,255,2012-04-04 01:04
759,3157,2012-04-04 01:06
759,181,2012-04-04 01:07
374,3135,2012-04-04 01:08
20,1836,2012-04-04 01:08
839,2859,2012-04-04 01:09
20,836,2012-04-04 01:10
1013,3856,2012-04-04 01:12
617,43,2012-04-04 01:12
341,4087,2012-04-04 01:13
1013,4542,2012-04-04 01:13
450,1109,2012-04-04 01:17
85,1007,2012-04-04 01:22
38,2470,2012-04-04 01:30
120,1673,2012-04-04 01:35
1008,4030,2012-04-04 01:35
827,4393,2012-04-04 01:44
155,4580,2012-04-04 01:47
39,2667,2012-04-04 01:51
420,3726,2012-04-04 02:01
420,1858,2012-04-04 02:03
39,3280,2012-04-04 02:06
39,4244,2012-04-04 02:09
960,2205,2012-04-04 02:11
132,3070,2012-04-04 02:12
39,4037,2012-04-04 02:13
39,1615,2012-04-04 02:19
230,3912,2012-04-04 02:25
429,2833,2012-04-04 02:30
585,3219,2012-04-04 02:33
20,269,2012-04-04 02:36
20,3816,2012-04-04 02:36
39,1952,2012-04-04 02:36
384,2187,2012-04-04 02:44
1053,1857,2012-04-04 02:55
563,59,2012-04-04 02:56
20,1209,2012-04-04 03:00
860,2119,2012-04-04 03:08
319,3284,2012-04-04 03:09
748,3062,2012-04-04 03:12
873,1299,2012-04-04 03:13
483,920,2012-04-04 03:13
483,2191,2012-04-04 03:13
483,1224,2012-04-04 03:16
563,262,2012-04-04 03:20
774,303,2012-04-04 03:21
976,3139,2012-04-04 03:21
774,285,2012-04-04 03:21
774,3609,2012-04-04 03:22
386,440,2012-04-04 03:25
483,2875,2012-04-04 03:26
483,1073,2012-04-04 03:26
43,1095,2012-04-04 03:40
892,5099,2012-04-04 03:48
43,4427,2012-04-04 04:03
22,3917,2012-04-04 04:14
788,2462,2012-04-04 04:20
22,808,2012-04-04 04:22
288,1596,2012-04-04 04:28
288,17,2012-04-04 04:28
217,3189,2012-04-04 05:24
841,4813,2012-04-04 05:27
45,2556,2012-04-04 05:30
974,725,2012-04-04 05:39
492,1450,2012-04-04 05:42
217,3430,2012-04-04 05:45
304,3496,2012-04-04 05:54
819,2595,2012-04-04 05:54
2,1541,2012-04-04 06:04
2,1706,2012-04-04 06:04
218,2704,2012-04-04 06:13
6,2251,2012-04-04 06:14
886,3969,2012-04-04 06:14
886,4530,2012-04-04 06:14
218,2370,2012-04-04 06:15
886,5094,2012-04-04 06:15
218,693,2012-04-04 06:16
886,576,2012-04-04 06:16
459,2968,2012-04-04 06:28
993,955,2012-04-04 06:29
552,150,2012-04-04 06:30
326,1867,2012-04-04 06:31
145,4574,2012-04-04 06:32
304,4287,2012-04-04 06:35
1014,2453,2012-04-04 06:36
19,3629,2012-04-04 06:36
1014,2823,2012-04-04 06:36
643,3430,2012-04-04 06:38
552,3159,2012-04-04 06:38
563,415,2012-04-04 06:39
325,1152,2012-04-04 06:41
681,4826,2012-04-04 06:43
681,5070,2012-04-04 06:44
1018,388,2012-04-04 06:48
208,2710,2012-04-04 06:48
300,667,2012-04-04 06:49
316,2097,2012-04-04 06:49
552,764,2012-04-04 06:51
310,568,2012-04-04 06:51
181,1904,2012-04-04 06:52
358,4267,2012-04-04 06:52
99,725,2012-04-04 06:52
823,3217,2012-04-04 06:53
730,3194,2012-04-04 06:54
437,2478,2012-04-04 06:54
280,5081,2012-04-04 06:56
563,4985,2012-04-04 06:57
424,1890,2012-04-04 06:58
459,2996,2012-04-04 06:58
893,2909,2012-04-04 07:00
465,1160,2012-04-04 07:00
142,18,2012-04-04 07:01
782,1803,2012-04-04 07:02
181,4489,2012-04-04 07:03
217,4257,2012-04-04 07:04
599,1692,2012-04-04 07:05
325,122,2012-04-04 07:07
161,423,2012-04-04 07:07
552,2398,2012-04-04 07:07
510,4650,2012-04-04 07:11
510,2387,2012-04-04 07:11
1022,3636,2012-04-04 07:13
586,4090,2012-04-04 07:14
204,3355,2012-04-04 07:15
202,1946,2012-04-04 07:15
1048,2300,2012-04-04 07:16
11,2468,2012-04-04 07:16
372,1144,2012-04-04 07:17
695,2855,2012-04-04 07:21
1005,3631,2012-04-04 07:21
232,4276,2012-04-04 07:24
165,2186,2012-04-04 07:25
654,3492,2012-04-04 07:26
1050,1863,2012-04-04 07:28
1020,3571,2012-04-04 07:29
1025,2049,2012-04-04 07:30
118,1931,2012-04-04 07:31
522,352,2012-04-04 07:32
495,1309,2012-04-04 07:32
914,4084,2012-04-04 07:35
823,838,2012-04-04 07:35
560,4787,2012-04-04 07:37
36,2233,2012-04-04 07:37
36,389,2012-04-04 07:37
560,1916,2012-04-04 07:38
274,2655,2012-04-04 07:38
29,2323,2012-04-04 07:41
353,4973,2012-04-04 07:41
850,3797,2012-04-04 07:41
320,4058,2012-04-04 07:41
1017,3988,2012-04-04 07:41
818,1039,2012-04-04 07:43
593,4817,2012-04-04 07:43
458,2652,2012-04-04 07:43
279,4201,2012-04-04 07:45
593,1046,2012-04-04 07:48
548,1152,2012-04-04 07:48
818,427,2012-04-04 07:49
246,1251,2012-04-04 07:49
750,1335,2012-04-04 07:49
818,427,2012-04-04 07:49
320,793,2012-04-04 07:50
42,1333,2012-04-04 07:50
280,4403,2012-04-04 07:50
327,895,2012-04-04 07:51
246,1251,2012-04-04 07:52
1053,1124,2012-04-04 07:52
30,2245,2012-04-04 07:53
818,809,2012-04-04 07:53
712,2185,2012-04-04 07:53
693,4097,2012-04-04 07:54
1037,4204,2012-04-04 07:54
866,605,2012-04-04 07:54
1069,2103,2012-04-04 07:54
495,4195,2012-04-04 07:55
280,1983,2012-04-04 07:55
1037,3180,2012-04-04 07:55
557,1825,2012-04-04 07:56
396,1738,2012-04-04 07:59
1065,2728,2012-04-04 08:00
1065,494,2012-04-04 08:00
1065,3665,2012-04-04 08:00
897,2154,2012-04-04 08:00
977,2147,2012-04-04 08:00
310,3671,2012-04-04 08:00
614,2848,2012-04-04 08:04
381,2555,2012-04-04 08:05
789,2819,2012-04-04 08:05
732,916,2012-04-04 08:05
789,4115,2012-04-04 08:06
898,635,2012-04-04 08:06
967,725,2012-04-04 08:06
155,167,2012-04-04 08:07
